,Category,Rating,Reviews,Size,Installs,Type,Price,Genres
8364,BUSINESS,3.6,5,6.8M,50+,Paid,$8.99,Business
8365,TOOLS,2.1,14,28M,"1,000+",Free,0,Tools
8366,SHOPPING,4.7,10318,32M,"1,000,000+",Free,0,Shopping
8367,VIDEO_PLAYERS,3.2,39,12M,"10,000+",Free,0,Video Players & Editors
8368,TOOLS,3,19,22M,"1,000+",Paid,$4.99,Tools
8369,GAME,4.3,59,1.4M,"1,000+",Free,0,Board
8370,SHOPPING,3,4,1.2M,"1,000+",Free,0,Shopping
8371,FAMILY,4.3,10,20M,100+,Paid,$12.99,Simulation
8372,FAMILY,3.9,53301,7.6M,"10,000,000+",Free,0,Entertainment
8373,VIDEO_PLAYERS,3.3,12,2.9M,500+,Free,0,Video Players & Editors
8374,PRODUCTIVITY,4.3,195,,"10,000+",Free,0,Productivity
8375,VIDEO_PLAYERS,4,486,2.5M,"10,000+",Free,0,Video Players & Editors
8376,BUSINESS,3.7,3,11M,10+,Paid,$2.49,Business
8377,TOOLS,2.8,27,34M,"1,000+",Free,0,Tools
8378,GAME,4.4,10786,21M,"1,000,000+",Free,0,Arcade
8379,TOOLS,5,1,4.5M,500+,Free,0,Tools
8380,TRAVEL_AND_LOCAL,3.9,58,22M,"10,000+",Free,0,Travel & Local
8381,PRODUCTIVITY,4.2,43,0.034,"1,000+",Free,0,Productivity
8382,HEALTH_AND_FITNESS,4.8,6,14M,100+,Free,0,Health & Fitness
8383,SHOPPING,4,7006,12M,"500,000+",Free,0,Shopping
8384,COMMUNICATION,,0,,100+,Free,0,Communication
8385,SHOPPING,3,2,1.3M,100+,Free,0,Shopping
8386,PRODUCTIVITY,4.5,8,3.1M,100+,Free,0,Productivity
8387,TRAVEL_AND_LOCAL,2.6,122,11M,"10,000+",Free,0,Travel & Local
8388,FINANCE,5,4,5.9M,100+,Free,0,Finance
8389,LIFESTYLE,,0,3.0M,10+,Free,0,Lifestyle
8390,HEALTH_AND_FITNESS,,1,12M,100+,Free,0,Health & Fitness
8391,SHOPPING,5,1,1.1M,10+,Free,0,Shopping
8392,TOOLS,4.1,543,26M,"10,000+",Free,0,Tools
8393,BUSINESS,,1,4.5M,100+,Free,0,Business
8394,NEWS_AND_MAGAZINES,4.5,53,5.9M,"10,000+",Free,0,News & Magazines
8395,NEWS_AND_MAGAZINES,5,3,5.7M,100+,Free,0,News & Magazines
8396,LIFESTYLE,4.7,407589,,"10,000,000+",Free,0,Lifestyle
8397,SHOPPING,4.5,104068,37M,"5,000,000+",Free,0,Shopping
8398,GAME,4.4,562345,,"10,000,000+",Free,0,Casino
8399,GAME,4.4,3941129,77M,"50,000,000+",Free,0,Action
8400,GAME,4.3,314774,43M,"5,000,000+",Free,0,Action
8401,GAME,4.2,1878,20M,"100,000+",Free,0,Casino
8402,FAMILY,3,4,8.0M,"1,000+",Free,0,Entertainment
8403,FAMILY,4.1,78142,17M,"5,000,000+",Free,0,Strategy
8404,GAME,4.2,326042,10M,"10,000,000+",Free,0,Action
8405,FAMILY,4.2,35172,34M,"1,000,000+",Free,0,Strategy
8406,FAMILY,4,28633,81M,"1,000,000+",Free,0,Role Playing
8407,GAME,4.3,331692,,"10,000,000+",Free,0,Racing
8408,FAMILY,4.1,3527,35M,"100,000+",Free,0,Strategy
8409,GAME,3.6,151,100M,"10,000+",Free,0,Racing
8410,FAMILY,4.3,1130,48M,"50,000+",Free,0,Simulation
8411,FAMILY,5,1,59M,100+,Free,0,Entertainment
8413,SOCIAL,3.9,6450,14M,"500,000+",Free,0,Social
8414,FAMILY,,8,10M,"1,000+",Free,0,Entertainment
8415,FAMILY,4.1,29387,16M,"1,000,000+",Free,0,Strategy
8416,FAMILY,3.8,168,24M,"10,000+",Free,0,Strategy
8417,LIFESTYLE,5,6,2.3M,"1,000+",Free,0,Lifestyle
8418,GAME,3.7,38767,4.1M,"5,000,000+",Free,0,Action
8419,FAMILY,4.3,5623,28M,"100,000+",Free,0,Role Playing
8420,FAMILY,4.2,10440,27M,"500,000+",Free,0,Role Playing
8421,FAMILY,4.3,157997,27M,"10,000,000+",Free,0,Simulation
8422,NEWS_AND_MAGAZINES,2.5,81,6.7M,"10,000+",Free,0,News & Magazines
8423,SPORTS,4.3,83545,23M,"5,000,000+",Free,0,Sports
8425,LIFESTYLE,,0,4.9M,50+,Free,0,Lifestyle
8426,SPORTS,4.3,34062,85M,"1,000,000+",Free,0,Sports
8427,FAMILY,4.2,1484,41M,"100,000+",Free,0,Strategy
8428,GAME,4.6,152395,14M,"10,000,000+",Free,0,Action
8429,FAMILY,4,3715,94M,"100,000+",Free,0,Role Playing
8430,FAMILY,2.9,975,45M,"100,000+",Free,0,Simulation
8431,BOOKS_AND_REFERENCE,,13,0.942,"1,000+",Free,0,Books & Reference
8432,GAME,4.5,396090,26M,"10,000,000+",Free,0,Casino
8434,PERSONALIZATION,3.8,23,5.9M,"1,000+",Free,0,Personalization
8435,BUSINESS,,3,36M,100+,Free,0,Business
8436,GAME,4.7,466495,52M,"10,000,000+",Free,0,Card
8437,GAME,3.9,41683,63M,"1,000,000+",Free,0,Arcade
8438,FAMILY,4.5,96658,26M,"1,000,000+",Free,0,Role Playing
8441,TOOLS,4.2,227798,,"50,000,000+",Free,0,Tools
8443,FAMILY,4.4,303394,53M,"10,000,000+",Free,0,Entertainment
8444,HEALTH_AND_FITNESS,4.8,39068,4.0M,"500,000+",Free,0,Health & Fitness
8445,SPORTS,4.2,3909032,51M,"100,000,000+",Free,0,Sports
8447,GAME,4.5,6026,39M,"100,000+",Free,0,Action
8448,PHOTOGRAPHY,4.5,41331,5.0M,"5,000,000+",Free,0,Photography
8449,PHOTOGRAPHY,4.6,28107,5.7M,"500,000+",Paid,$2.99,Photography
8451,FAMILY,4.1,217736,87M,"10,000,000+",Free,0,Casual;Pretend Play
8452,TOOLS,4.3,1648515,7.1M,"100,000,000+",Free,0,Tools
8453,GAME,4.7,55952,61M,"1,000,000+",Free,0,Arcade
8454,PHOTOGRAPHY,4.4,928720,,"50,000,000+",Free,0,Photography
8455,SHOPPING,4.2,609186,30M,"10,000,000+",Free,0,Shopping
8456,GAME,4.3,771001,52M,"50,000,000+",Free,0,Action
8457,GAME,4.5,617732,44M,"10,000,000+",Free,0,Action
8459,VIDEO_PLAYERS,4.8,332623,4.6M,"10,000,000+",Free,0,Video Players & Editors
8460,GAME,4.5,371318,90M,"10,000,000+",Free,0,Arcade
8461,SOCIAL,4.6,216513,,"5,000,000+",Free,0,Social
8462,VIDEO_PLAYERS,4.7,696665,91M,"10,000,000+",Free,0,Video Players & Editors
8463,FAMILY,4.4,860078,30M,"10,000,000+",Free,0,Simulation
8464,FAMILY,4.1,5997,20M,"1,000,000+",Free,0,Simulation
8465,FAMILY,4.3,796,28M,"100,000+",Free,0,Entertainment
8466,TOOLS,4.2,2013,16M,"100,000+",Free,0,Tools
8467,TOOLS,4.2,2925,16M,"100,000+",Free,0,Tools
8468,FAMILY,3.6,21095,7.9M,"1,000,000+",Free,0,Entertainment
8469,FAMILY,2.8,21,57M,"1,000+",Free,0,Education
8470,FAMILY,3.9,30,16M,"1,000+",Free,0,Education
8471,FAMILY,3.8,10,25M,"1,000+",Free,0,Education
8472,GAME,4.4,1628,34M,"50,000+",Free,0,Trivia
8473,FAMILY,3.7,42,29M,"1,000+",Free,0,Books & Reference;Education
8474,BOOKS_AND_REFERENCE,2.7,68,87M,"5,000+",Free,0,Books & Reference
8475,GAME,3.8,66,38M,"10,000+",Free,0,Arcade
8476,FAMILY,3.2,429,18M,"10,000+",Free,0,Education
8477,SPORTS,3.9,255,19M,"100,000+",Free,0,Sports
8478,TRAVEL_AND_LOCAL,2.3,9,70M,"1,000+",Free,0,Travel & Local
8479,SPORTS,4.1,556,3.3M,"10,000+",Free,0,Sports
8480,SPORTS,4.3,1387,14M,"50,000+",Free,0,Sports
8481,FAMILY,3.1,192,66M,"10,000+",Free,0,Education
8482,SPORTS,4.6,315,4.3M,"1,000+",Paid,$2.99,Sports
8483,FAMILY,4.1,681,48M,"100,000+",Free,0,Education
8484,BUSINESS,4.4,9,31M,500+,Free,0,Business
8485,PRODUCTIVITY,3.2,6752,3.3M,"1,000,000+",Free,0,Productivity
8486,FAMILY,4.5,663,25M,"50,000+",Free,0,Education
8487,SOCIAL,3.7,2111,11M,"100,000+",Free,0,Social
8488,LIFESTYLE,,4,17M,"1,000+",Free,0,Lifestyle
8489,PERSONALIZATION,,0,16M,1+,Paid,$0.99,Personalization
8490,FAMILY,,21,3.5M,100+,Free,0,Entertainment
8491,FAMILY,4.4,708,33M,"50,000+",Free,0,Education
8492,LIFESTYLE,4.5,532,6.4M,"10,000+",Free,0,Lifestyle
8493,FAMILY,5,2,3.9M,100+,Free,0,Entertainment
8494,FAMILY,4.8,5,1.5M,10+,Free,0,Education
8495,PERSONALIZATION,,0,6.6M,10+,Free,0,Personalization
8496,FAMILY,4.6,124,23M,"10,000+",Free,0,Education
8497,COMMUNICATION,4,1,2.4M,10+,Free,0,Communication
8498,FAMILY,4.1,19388,35M,"1,000,000+",Free,0,Entertainment;Music & Video
8499,COMMUNICATION,,49,1.1M,"1,000+",Free,0,Communication
8500,MAPS_AND_NAVIGATION,4.1,204,11M,"10,000+",Free,0,Maps & Navigation
8501,LIFESTYLE,,0,13M,500+,Free,0,Lifestyle
8502,FAMILY,,13,34M,"1,000+",Free,0,Entertainment
8503,SOCIAL,4.8,65,7.1M,500+,Free,0,Social
8504,COMMUNICATION,,0,4.2M,50+,Free,0,Communication
8505,BEAUTY,,8,17M,100+,Free,0,Beauty
8506,LIFESTYLE,,1,3.0M,100+,Free,0,Lifestyle
8507,SOCIAL,4.3,3,5.3M,100+,Free,0,Social
8508,FINANCE,2.8,851,30M,"100,000+",Free,0,Finance
8509,LIFESTYLE,,0,3.3M,1+,Free,0,Lifestyle
8510,LIFESTYLE,,0,2.5M,10+,Free,0,Lifestyle
8511,TOOLS,4.7,6505,2.0M,"50,000+",Paid,$2.99,Tools
8512,TOOLS,4.5,569727,,"10,000,000+",Free,0,Tools
8513,TOOLS,4.2,91186,6.3M,"5,000,000+",Free,0,Tools
8514,TOOLS,4.3,1072565,,"50,000,000+",Free,0,Tools
8515,TOOLS,3.8,120494,2.3M,"10,000,000+",Free,0,Tools
8516,PRODUCTIVITY,3.8,637,7.2M,"100,000+",Free,0,Productivity
8517,TOOLS,4.2,43677,,"1,000,000+",Free,0,Tools
8518,TOOLS,3.8,79132,2.2M,"10,000,000+",Free,0,Tools
8519,FAMILY,4,39682,6.2M,"1,000,000+",Free,0,Entertainment
8520,TOOLS,4,18478,1.7M,"1,000,000+",Free,0,Tools
8521,FAMILY,4.6,12,10M,"1,000+",Free,0,Entertainment
8522,TOOLS,4,32879,3.2M,"5,000,000+",Free,0,Tools
8523,FINANCE,4.3,85,30M,"10,000+",Free,0,Finance
8524,FAMILY,4.3,23,11M,"5,000+",Free,0,Entertainment
8525,TOOLS,3.9,34612,2.4M,"5,000,000+",Free,0,Tools
8526,PRODUCTIVITY,5,2,1.7M,10+,Paid,$0.99,Productivity
8527,TOOLS,4,593,3.3M,"100,000+",Free,0,Tools
8528,VIDEO_PLAYERS,4.1,253207,13M,"10,000,000+",Free,0,Video Players & Editors
8529,TOOLS,3.9,23348,3.2M,"5,000,000+",Free,0,Tools
8530,PRODUCTIVITY,4.2,133,7.9M,"10,000+",Free,0,Productivity
8531,PHOTOGRAPHY,4.3,46242,5.2M,"1,000,000+",Free,0,Photography
8532,SOCIAL,4.5,40467,22M,"1,000,000+",Free,0,Social
8533,TOOLS,4.4,16192,1.6M,"1,000,000+",Free,0,Tools
8534,TOOLS,4.1,802,9.4M,"50,000+",Free,0,Tools
8536,SPORTS,4.5,177,1.1M,"10,000+",Free,0,Sports
8537,VIDEO_PLAYERS,4.6,148715,3.3M,"10,000,000+",Free,0,Video Players & Editors
8538,VIDEO_PLAYERS,4.1,24565,5.5M,"1,000,000+",Free,0,Video Players & Editors
8539,PRODUCTIVITY,3.9,1322,4.2M,"100,000+",Free,0,Productivity
8540,TOOLS,4.7,59632,10M,"1,000,000+",Free,0,Tools
8541,TOOLS,3.9,8780,5.0M,"1,000,000+",Free,0,Tools
8542,VIDEO_PLAYERS,4.3,38607,2.9M,"1,000,000+",Free,0,Video Players & Editors
8543,SOCIAL,2.9,90,30M,"10,000+",Free,0,Social
8544,BOOKS_AND_REFERENCE,4.4,283,5.4M,"10,000+",Free,0,Books & Reference
8545,SOCIAL,3.7,55,3.7M,"5,000+",Free,0,Social
8546,COMMUNICATION,4.4,25,2.9M,"5,000+",Free,0,Communication
8547,FAMILY,4.1,942,3.0M,"100,000+",Free,0,Role Playing
8548,COMMUNICATION,,3,4.2M,"5,000+",Free,0,Communication
8549,TOOLS,2.8,11,11M,"1,000+",Free,0,Tools
8550,MEDICAL,4.9,18,3.0M,"1,000+",Free,0,Medical
8551,SOCIAL,3.4,44,6.3M,"1,000+",Free,0,Social
8552,TOOLS,2.8,54,20M,"5,000+",Free,0,Tools
8553,GAME,2.5,450,97M,"10,000+",Free,0,Card
8554,PERSONALIZATION,4.7,51,0.259,"1,000+",Free,0,Personalization
8555,BOOKS_AND_REFERENCE,3.1,50,4.9M,"1,000+",Paid,$1.99,Books & Reference
8556,COMMUNICATION,,0,11M,10+,Free,0,Communication
8557,TOOLS,3.2,11,36M,"1,000+",Free,0,Tools
8558,MAPS_AND_NAVIGATION,4.3,15,0.164,"5,000+",Free,0,Maps & Navigation
8559,TOOLS,3.9,27,3.0M,"1,000+",Free,0,Tools
8560,TOOLS,3.6,7,16M,"1,000+",Free,0,Tools
8561,SOCIAL,3.2,6,0.458,100+,Free,0,Social
8562,TRAVEL_AND_LOCAL,,51,0.245,"10,000+",Free,0,Travel & Local
8563,COMMUNICATION,3.5,11,5.2M,"1,000+",Free,0,Communication
8564,SPORTS,3.3,64,5.7M,"5,000+",Free,0,Sports
8565,TOOLS,,0,3.3M,5+,Paid,$0.99,Tools
8566,NEWS_AND_MAGAZINES,,0,27M,10+,Free,0,News & Magazines
8567,PHOTOGRAPHY,,2,10M,100+,Free,0,Photography
8568,MAPS_AND_NAVIGATION,,10,7.8M,100+,Free,0,Maps & Navigation
8569,MEDICAL,2.4,32,8.5M,"5,000+",Free,0,Medical
8570,SOCIAL,4.4,5985,5.9M,"500,000+",Free,0,Social
8571,FAMILY,2.8,5,0.629,50+,Paid,$0.99,Role Playing
8572,FAMILY,5,3,1.7M,500+,Free,0,Education
8573,FINANCE,,0,92M,100+,Free,0,Finance
8574,SPORTS,4.4,426,21M,"5,000+",Paid,$1.99,Sports
8575,SHOPPING,,3,1.2M,100+,Free,0,Shopping
8576,TOOLS,,4,33M,100+,Free,0,Tools
8577,TOOLS,,0,35M,50+,Free,0,Tools
8578,PRODUCTIVITY,,0,,5+,Free,0,Productivity
8579,SOCIAL,,0,2.4M,10+,Free,0,Social
8580,GAME,,0,11M,10+,Free,0,Adventure
8581,BUSINESS,,1,23M,100+,Free,0,Business
8582,FAMILY,5,3,4.0M,100+,Free,0,Education
8583,FAMILY,,0,,10+,Free,0,Role Playing
8584,NEWS_AND_MAGAZINES,3.3,78,17M,"10,000+",Free,0,News & Magazines
8585,NEWS_AND_MAGAZINES,2.9,61,4.1M,"10,000+",Free,0,News & Magazines
8586,NEWS_AND_MAGAZINES,4.1,56,0.028,"1,000+",Free,0,News & Magazines
8587,NEWS_AND_MAGAZINES,4.6,18,1.8M,100+,Free,0,News & Magazines
8588,BUSINESS,,0,3.4M,50+,Free,0,Business
8589,NEWS_AND_MAGAZINES,2.2,160,32M,"50,000+",Free,0,News & Magazines
8590,PERSONALIZATION,4.3,505,0.288,"10,000+",Paid,$1.99,Personalization
8591,SOCIAL,5,20,4.2M,10+,Free,0,Social
8592,NEWS_AND_MAGAZINES,2.5,2055,17M,"100,000+",Free,0,News & Magazines
8593,PRODUCTIVITY,,4,18M,500+,Free,0,Productivity
8594,NEWS_AND_MAGAZINES,3,29,37M,"5,000+",Free,0,News & Magazines
8595,NEWS_AND_MAGAZINES,3.7,794,15M,"100,000+",Free,0,News & Magazines
8596,FAMILY,5,1,3.8M,10+,Free,0,Education
8597,BUSINESS,,0,21M,10+,Free,0,Business
8598,BUSINESS,,1,4.2M,50+,Free,0,Business
8599,BUSINESS,,0,28M,500+,Free,0,Business
8600,BOOKS_AND_REFERENCE,,7,2.3M,10+,Paid,$2.99,Books & Reference
8601,FINANCE,5,12,0.775,100+,Free,0,Finance
8602,BUSINESS,,4,10M,100+,Free,0,Business
8603,FINANCE,,0,5.9M,100+,Free,0,Finance
8604,FAMILY,4.1,89,33M,"5,000+",Paid,$4.49,Education;Education
8605,FAMILY,,0,7.5M,5+,Free,0,Education
8606,FAMILY,,0,19M,10+,Free,0,Education
8607,NEWS_AND_MAGAZINES,,0,3.8M,10+,Free,0,News & Magazines
8608,NEWS_AND_MAGAZINES,4.1,905,4.0M,"50,000+",Free,0,News & Magazines
8609,NEWS_AND_MAGAZINES,2.6,820,,"100,000+",Free,0,News & Magazines
8610,FAMILY,4.6,11872,62M,"100,000+",Free,0,Role Playing
8611,FAMILY,4.5,69013,,"1,000,000+",Free,0,Role Playing
8612,BUSINESS,,0,7.6M,1+,Free,0,Business
8613,FAMILY,4.5,364013,27M,"1,000,000+",Free,0,Role Playing
8614,NEWS_AND_MAGAZINES,,0,2.1M,0+,Free,0,News & Magazines
8615,FAMILY,3.3,707,15M,"100,000+",Free,0,Entertainment
8616,PRODUCTIVITY,,130,3.4M,"1,000+",Paid,$8.49,Productivity
8617,GAME,4.4,13079,30M,"500,000+",Free,0,Adventure
8618,PERSONALIZATION,4.7,4856,18M,"50,000+",Paid,$2.49,Personalization
8619,FAMILY,4.7,2910,5.3M,"50,000+",Free,0,Entertainment
8620,FAMILY,4,3745,31M,"1,000,000+",Free,0,Education;Education
8621,GAME,4.5,2032,50M,"50,000+",Free,0,Card
8622,PRODUCTIVITY,4.3,596,22M,"50,000+",Free,0,Productivity
8623,FAMILY,4.6,166,2.6M,"10,000+",Free,0,Entertainment
8624,FAMILY,4.7,456474,86M,"5,000,000+",Free,0,Role Playing
8625,GAME,4.4,267395,71M,"5,000,000+",Free,0,Action
8626,FAMILY,4,45359,32M,"1,000,000+",Free,0,Role Playing
8627,PRODUCTIVITY,4.2,25427,9.2M,"1,000,000+",Free,0,Productivity
8629,PRODUCTIVITY,4.1,14432,16M,"1,000,000+",Free,0,Productivity
8631,BUSINESS,4.3,54520,,"10,000,000+",Free,0,Business
8633,PRODUCTIVITY,4.7,253155,3.5M,"5,000,000+",Free,0,Productivity
8634,TOOLS,4.1,7063,,"1,000,000+",Free,0,Tools
8637,FAMILY,3.1,1073,5.9M,"100,000+",Free,0,Strategy
8638,GAME,4,154108,78M,"5,000,000+",Free,0,Racing
8641,PRODUCTIVITY,4.4,72161,4.9M,"1,000,000+",Free,0,Productivity
8644,BOOKS_AND_REFERENCE,4.4,43088,3.0M,"1,000,000+",Free,0,Books & Reference
8645,PRODUCTIVITY,4.6,6320,6.3M,"100,000+",Free,0,Productivity
8646,GAME,4,271214,,"10,000,000+",Free,0,Arcade
8647,PRODUCTIVITY,4.6,14089,8.4M,"500,000+",Free,0,Productivity
8648,PRODUCTIVITY,4.3,26452,4.0M,"1,000,000+",Free,0,Productivity
8649,PRODUCTIVITY,4.3,6120,1.9M,"100,000+",Free,0,Productivity
8650,PRODUCTIVITY,3.9,7801,0.201,"1,000,000+",Free,0,Productivity
8651,PRODUCTIVITY,4.5,57449,5.0M,"1,000,000+",Free,0,Productivity
8652,PRODUCTIVITY,4.7,7566,4.0M,"500,000+",Free,0,Productivity
8653,PRODUCTIVITY,4.3,4649,30M,"100,000+",Free,0,Productivity
8655,LIFESTYLE,4.6,10484,9.0M,"1,000,000+",Free,0,Lifestyle
8656,PRODUCTIVITY,4.2,2537,8.5M,"500,000+",Free,0,Productivity
8657,PRODUCTIVITY,4.3,4441,,"100,000+",Free,0,Productivity
8659,PRODUCTIVITY,4.2,86172,13M,"1,000,000+",Free,0,Productivity
8660,PRODUCTIVITY,4.1,661,3.4M,"100,000+",Free,0,Productivity
8661,PRODUCTIVITY,4.6,7969,20M,"100,000+",Free,0,Productivity
8662,PRODUCTIVITY,4.4,688,4.4M,"50,000+",Free,0,Productivity
8663,FAMILY,3.7,56664,8.3M,"1,000,000+",Free,0,Casual
8664,MEDICAL,4.4,2295,19M,"100,000+",Free,0,Medical
8665,GAME,3.9,1290,6.4M,"100,000+",Free,0,Word
8666,TOOLS,4.3,15618,2.4M,"1,000,000+",Free,0,Tools
8668,PRODUCTIVITY,4.3,11402,5.3M,"1,000,000+",Free,0,Productivity
8669,FAMILY,4.5,1007,5.2M,"100,000+",Free,0,Entertainment
8671,GAME,4.5,8193,41M,"500,000+",Free,0,Arcade
8672,SPORTS,4.5,97,1.9M,"10,000+",Free,0,Sports
8673,GAME,4.7,1115,39M,"100,000+",Free,0,Arcade
8674,FAMILY,4.3,1853,5.8M,"500,000+",Free,0,Entertainment
8675,PERSONALIZATION,4.4,1623,11M,"1,000,000+",Free,0,Personalization
8676,SOCIAL,4.5,787,6.9M,"100,000+",Free,0,Social
8677,PHOTOGRAPHY,4.3,18,15M,"5,000+",Free,0,Photography
8678,FAMILY,4.3,1922,4.7M,"500,000+",Free,0,Entertainment
8679,ART_AND_DESIGN,4.2,175,8.2M,"50,000+",Free,0,Art & Design
8680,PHOTOGRAPHY,4.2,784,18M,"100,000+",Free,0,Photography
8681,TOOLS,4.3,1283,4.4M,"100,000+",Free,0,Tools
8682,PHOTOGRAPHY,4.2,67,15M,"10,000+",Free,0,Photography
8683,PERSONALIZATION,4.7,10786,9.4M,"500,000+",Free,0,Personalization
8684,FAMILY,4.1,623,3.0M,"100,000+",Free,0,Entertainment
8685,SOCIAL,4.3,39,12M,"5,000+",Free,0,Social
8686,PERSONALIZATION,4.1,293,3.4M,"100,000+",Free,0,Personalization
8687,PHOTOGRAPHY,3.8,4813,5.1M,"100,000+",Free,0,Photography
8688,PHOTOGRAPHY,4.5,12,2.0M,"1,000+",Free,0,Photography
8689,FAMILY,4.1,3003,3.2M,"1,000,000+",Free,0,Entertainment
8690,PHOTOGRAPHY,,2,5.2M,"1,000+",Free,0,Photography
8691,SOCIAL,4.3,48,11M,"5,000+",Free,0,Social
8692,PHOTOGRAPHY,4.5,16,14M,"1,000+",Free,0,Photography
8693,PHOTOGRAPHY,4.1,88,7.7M,"10,000+",Free,0,Photography
8694,PERSONALIZATION,4.4,49,12M,"10,000+",Free,0,Personalization
8695,FAMILY,4.3,694,3.8M,"100,000+",Free,0,Entertainment
8696,FAMILY,4.4,634,8.1M,"100,000+",Free,0,Entertainment
8697,FAMILY,4.3,131,5.4M,"50,000+",Free,0,Entertainment
8698,FAMILY,,1,5.7M,100+,Free,0,Entertainment
8699,SOCIAL,4.1,56,10M,"5,000+",Free,0,Social
8700,PHOTOGRAPHY,4.6,666,8.7M,"100,000+",Free,0,Photography
8701,LIFESTYLE,4.7,25,3.8M,"10,000+",Free,0,Lifestyle
8702,SOCIAL,4.2,93,5.6M,"10,000+",Free,0,Social
8703,LIFESTYLE,3.7,121,3.8M,"10,000+",Free,0,Lifestyle
8704,SOCIAL,4.7,38,4.1M,"5,000+",Free,0,Social
8705,SOCIAL,4.4,39,11M,"5,000+",Free,0,Social
8706,FAMILY,4.7,19,5.7M,"1,000+",Free,0,Entertainment
8707,FAMILY,4.2,91,3.8M,"10,000+",Free,0,Entertainment
8708,SOCIAL,4.6,12111,9.1M,"500,000+",Free,0,Social
8709,FAMILY,4.5,132,2.5M,"5,000+",Free,0,Entertainment
8710,FAMILY,4.8,38,6.7M,"1,000+",Free,0,Entertainment
8711,PHOTOGRAPHY,3.7,42,11M,"5,000+",Free,0,Photography
8712,ART_AND_DESIGN,4.3,132,7.7M,"10,000+",Free,0,Art & Design
8713,PHOTOGRAPHY,4.2,302,7.0M,"50,000+",Free,0,Photography
8715,FOOD_AND_DRINK,4.1,336,13M,"100,000+",Free,0,Food & Drink
8716,BUSINESS,2.3,41,20M,"10,000+",Free,0,Business
8717,GAME,4.3,8432,59M,"500,000+",Free,0,Adventure
8718,FOOD_AND_DRINK,4.6,42,3.9M,100+,Free,0,Food & Drink
8719,FAMILY,4.5,7812,27M,"50,000+",Paid,$19.99,Role Playing
8720,BUSINESS,4,3,16M,"1,000+",Free,0,Business
8721,FAMILY,4.2,1661,63M,"10,000+",Paid,$9.99,Role Playing
8722,PHOTOGRAPHY,4.6,617,12M,"10,000+",Paid,$1.99,Photography
8723,FAMILY,4.2,9659,30M,"100,000+",Paid,$2.99,Role Playing
8724,FAMILY,4.5,2576,44M,"10,000+",Paid,$4.99,Role Playing
8726,FAMILY,4.4,3358,17M,"100,000+",Paid,$14.99,Role Playing
8728,BUSINESS,4,3,6.3M,500+,Free,0,Business
8729,TOOLS,,0,2.6M,1+,Free,0,Tools
8730,MAPS_AND_NAVIGATION,2.8,1911,20M,"100,000+",Free,0,Maps & Navigation
8731,LIFESTYLE,3.8,28140,16M,"1,000,000+",Free,0,Lifestyle
8732,PHOTOGRAPHY,4.1,5485,13M,"1,000,000+",Free,0,Photography
8733,FAMILY,3.8,11250,6.3M,"100,000+",Paid,$9.99,Role Playing
8734,BUSINESS,3.4,15,2.7M,"10,000+",Free,0,Business
8735,FOOD_AND_DRINK,4.5,5093,56M,"500,000+",Free,0,Food & Drink
8736,FAMILY,4.3,8450,1.1M,"100,000+",Paid,$13.99,Role Playing
8737,FOOD_AND_DRINK,3.1,194,26M,"100,000+",Free,0,Food & Drink
8738,FAMILY,4.6,13492,56M,"100,000+",Free,0,Role Playing
8739,SHOPPING,3.3,272,0.785,"100,000+",Free,0,Shopping
8740,GAME,3.9,2362,25M,"100,000+",Free,0,Action
8741,GAME,4.2,139432,4.7M,"10,000,000+",Free,0,Adventure
8742,FAMILY,4.9,707,6.0M,"10,000+",Free,0,Entertainment
8743,LIFESTYLE,3.9,1638,4.9M,"100,000+",Free,0,Lifestyle
8745,WEATHER,3.7,7896,,"1,000,000+",Free,0,Weather
8748,GAME,4.6,58575,96M,"1,000,000+",Free,0,Action
8749,SPORTS,4.4,32881,76M,"1,000,000+",Free,0,Sports
8750,COMMUNICATION,4,6,4.2M,"1,000+",Free,0,Communication
8752,PERSONALIZATION,,1,3.9M,100+,Free,0,Personalization
8753,FOOD_AND_DRINK,4.2,441,24M,"100,000+",Free,0,Food & Drink
8755,PRODUCTIVITY,4.6,84,23M,"1,000+",Paid,$4.29,Productivity
8756,GAME,4.4,475369,13M,"50,000,000+",Free,0,Racing
8757,GAME,4.6,358633,19M,"10,000,000+",Free,0,Racing
8758,TOOLS,4.5,1094094,,"100,000,000+",Free,0,Tools
8759,TOOLS,3.7,23347,7.6M,"5,000,000+",Free,0,Tools
8760,FAMILY,4.1,1626,96M,"100,000+",Free,0,Simulation
8761,FAMILY,4.2,14432,35M,"500,000+",Free,0,Casual
8762,FAMILY,4,36578,,"1,000,000+",Free,0,Education;Pretend Play
8763,GAME,4.5,14253,81M,"1,000,000+",Free,0,Racing
8764,GAME,4.6,15829,95M,"1,000,000+",Free,0,Racing
8765,TOOLS,4.5,101738,10M,"1,000,000+",Free,0,Tools
8766,TOOLS,4.4,372553,21M,"10,000,000+",Free,0,Tools
8767,VIDEO_PLAYERS,3.3,6716,4.7M,"500,000+",Free,0,Video Players & Editors
8768,FAMILY,4.2,3345,27M,"1,000,000+",Free,0,Simulation
8769,FAMILY,4.2,200450,25M,"10,000,000+",Free,0,Casual;Pretend Play
8770,GAME,4,42182,3.4M,"1,000,000+",Free,0,Arcade
8771,HEALTH_AND_FITNESS,4,87,33M,"10,000+",Free,0,Health & Fitness
